Название монеты,Тикер,Ссылка,Цена 
UniWorld,UNW,https://coinmarketcap.com/currencies/uniworld/,0.05
Governance OHM,GOHM,https://coinmarketcap.com/currencies/governance-ohm/,3359.77
Best Fintech Investment Coin,BFIC,https://coinmarketcap.com/currencies/best-fintech-investment-coin/,20.07
UBU,UBU,https://coinmarketcap.com/currencies/ubu/,0.06
Defigram,DFG,https://coinmarketcap.com/currencies/defigram/,0.35
H3RO3S,H3RO3S,https://coinmarketcap.com/currencies/h3ro3s/,0.01
ADAX,ADAX,https://coinmarketcap.com/currencies/adax/,0.14
QANplatform,QANX,https://coinmarketcap.com/currencies/qanplatform/,0.04
xJEWEL,XJEWEL,https://coinmarketcap.com/currencies/xjewel/,5.89
HelpSeed,HELPS,https://coinmarketcap.com/currencies/helpseed/,0.00
Wasder,WAS,https://coinmarketcap.com/currencies/wasder/,0.05
DAO Farmer DFW,DFW,https://coinmarketcap.com/currencies/dao-farmer-dfw/,0.04
TRXUP,TRXUP,https://coinmarketcap.com/currencies/trxup/,0.07
Lend Flare,LFT,https://coinmarketcap.com/currencies/lend-flare/,0.01
Megatech,MGT,https://coinmarketcap.com/currencies/megatech/,0.00
Kollect,KOL,https://coinmarketcap.com/currencies/kollect/,0.03
APPLECHAIN,APPLE,https://coinmarketcap.com/currencies/applechain/,0.16
Bit.Store,STORE,https://coinmarketcap.com/currencies/bit-store/,0.05
IndiGG,INDI,https://coinmarketcap.com/currencies/indigg/,0.37
CryptoMines,ETERNAL,https://coinmarketcap.com/currencies/cryptomines/,0.65
RankerDAO,RANKER,https://coinmarketcap.com/currencies/rankerdao/,0.03
MoonStarter,MNST,https://coinmarketcap.com/currencies/moonstarter/,0.02
Lucky Block,LBLOCK,https://coinmarketcap.com/currencies/lucky-block/,0.00
Terran Coin,TRR,https://coinmarketcap.com/currencies/terran-coin/,3.68
Marshall Rogan Inu,MRI,https://coinmarketcap.com/currencies/marshall-rogan-inu/,0.04
ChargeDefi,CHARGE,https://coinmarketcap.com/currencies/chargedefi/,25.85
Export Mortos Platform,EMP,https://coinmarketcap.com/currencies/export-mortos-platform/,0.10
Bomb Money,BSHARE,https://coinmarketcap.com/currencies/bshare/,182.31
Thinkium,TKM,https://coinmarketcap.com/currencies/thinkium/,0.07
Dimitra,DMTR,https://coinmarketcap.com/currencies/dimitra/,0.14
Unizen,ZCX,https://coinmarketcap.com/currencies/unizen/,1.06
Wonderland,TIME,https://coinmarketcap.com/currencies/wonderland/,104.38
IDEAS,IDS,https://coinmarketcap.com/currencies/ideas/,0.01
VAIOT,VAI,https://coinmarketcap.com/currencies/vaiot/,0.05
Rocket Pool ETH,RETH,https://coinmarketcap.com/currencies/rocket-pool-eth/,3022.40
MVP Coin,MVP,https://coinmarketcap.com/currencies/mvp-coin/,0.02
Froyo Games,FROYO,https://coinmarketcap.com/currencies/froyo-games/,0.05
Avalaunch,XAVA,https://coinmarketcap.com/currencies/avalaunch/,3.02
WOW-token,WOW,https://coinmarketcap.com/currencies/wow-token/,4.53
Paycoin,PCI,https://coinmarketcap.com/currencies/payprotocol/,0.6668
ChargeDeFi Static,STATIC,https://coinmarketcap.com/currencies/chargedefi-static/,1.05
Wrapped OKT,WOKT,https://coinmarketcap.com/currencies/wrapped-okt/,43.80
BLACKHOLE PROTOCOL,BLACK,https://coinmarketcap.com/currencies/blackhole-protocol/,0.00828
Jones DAO,JONES,https://coinmarketcap.com/currencies/jones-dao/,6.24
Quidd,QUIDD,https://coinmarketcap.com/currencies/quidd/,0.3796
DefiDollar,DUSD,https://coinmarketcap.com/currencies/defidollar/,0.9117
Rainmaker Games,RAIN,https://coinmarketcap.com/currencies/rainmaker-games/,0.3146
Crypto Gladiator Shards,CGS,https://coinmarketcap.com/currencies/crypto-gladiator-shards/,0.07
Winry Inu,WINRY,https://coinmarketcap.com/currencies/winry-inu/,0.00
IOI Token,IOI,https://coinmarketcap.com/currencies/trade-race-manager/,0.71
FolgoryUSD,USDF,https://coinmarketcap.com/currencies/folgoryusd/,1.00
Mafagafo,MAFA,https://coinmarketcap.com/currencies/mafagafo/,0.05
FEG Token,FEG,https://coinmarketcap.com/currencies/fegtoken/,0.00
C2X,CTX,https://coinmarketcap.com/currencies/c2x/,3.72
ETH 2x Flexible Leverage Index,ETH2X-FLI,https://coinmarketcap.com/currencies/eth-2x-flexible-leverage-index/,76.26
Snap Token,SNAP,https://coinmarketcap.com/currencies/snapex/,0.01
UpOnly,UPO,https://coinmarketcap.com/currencies/uponly/,0.34
Tokemak,TOKE,https://coinmarketcap.com/currencies/tokemak/,15.30
Pylon Eco Token,PETN,https://coinmarketcap.com/currencies/pylon-eco-token/,0.56
Helena Financial,HELENA,https://coinmarketcap.com/currencies/helena-financial/,18.07
Gold Fever,NGL,https://coinmarketcap.com/currencies/gold-fever/,0.68
FODL Finance,FODL,https://coinmarketcap.com/currencies/fodl-finance/,0.16
DUST Protocol,DUST,https://coinmarketcap.com/currencies/dust-protocol/,4.09
Songbird,SGB,https://coinmarketcap.com/currencies/songbird/,0.05
Asia Pacific Electronic Coin,APECOIN,https://coinmarketcap.com/currencies/asia-pacific-electronic-coin/,15.92
Bitcoin Latinum,LTNM,https://coinmarketcap.com/currencies/bitcoin-latinum/,10.56
Poollotto.finance,PLT,https://coinmarketcap.com/currencies/poollotto-finance/,15.83
Antex,ANTEX,https://coinmarketcap.com/currencies/antex/,0.00
QiDao,QI,https://coinmarketcap.com/currencies/qidao/,0.80
Moon Rabbit,AAA,https://coinmarketcap.com/currencies/moon-rabbit/,0.00
LBK,LBK,https://coinmarketcap.com/currencies/lbk/,0.02
Pacific,PAF,https://coinmarketcap.com/currencies/pacific/,0.01
Hudi,HUDI,https://coinmarketcap.com/currencies/hudi/,0.59
CPCoin,CPC,https://coinmarketcap.com/currencies/cpcoin/,2.17
Talken,TALK,https://coinmarketcap.com/currencies/talken/,0.41
Fit&Beat,FTB,https://coinmarketcap.com/currencies/fit-beat/,0.06
Adadao,ADAO,https://coinmarketcap.com/currencies/adadao/,0.03
Meta Utopia,LAND,https://coinmarketcap.com/currencies/meta-utopia/,38.86
Elvantis,ELV,https://coinmarketcap.com/currencies/elvantis/,0.05
PolyDoge,POLYDOGE,https://coinmarketcap.com/currencies/polydoge/,0.00
MOBLAND,SYNR,https://coinmarketcap.com/currencies/syn-city/,0.07
Flare Finance,EXFI,https://coinmarketcap.com/currencies/flare-finance/,0.54
TOR,TOR,https://coinmarketcap.com/currencies/tor/,0.98
Whole Earth Coin,WEC,https://coinmarketcap.com/currencies/whole-earth-coin/,0.16
ImpactXP,IMPACTXP,https://coinmarketcap.com/currencies/impactxp/,0.00
Wrapped Huobi Token,WHT,https://coinmarketcap.com/currencies/wrapped-huobi-token/,9.45
CashBackPro,CBP,https://coinmarketcap.com/currencies/cashbackpro/,2.48
STABLE ASSET,STA,https://coinmarketcap.com/currencies/stable-asset/,0.73
Premia,PREMIA,https://coinmarketcap.com/currencies/premia/,1.59
Loon Network,LOON,https://coinmarketcap.com/currencies/loon-network/,0.01
Terra World Token,TWD,https://coinmarketcap.com/currencies/terra-world-token/,0.07
AirCoin,AIR,https://coinmarketcap.com/currencies/air/,0.00
JackPool.finance,JFI,https://coinmarketcap.com/currencies/jackpool-finance/,94.09
Rise of Defenders,RDR,https://coinmarketcap.com/currencies/rise-of-defenders/,0.01
USDH Hubble Stablecoin,USDH,https://coinmarketcap.com/currencies/usdh-hubble-stablecoin/,1.00
CropBytes,CBX,https://coinmarketcap.com/currencies/cropbytes/,0.14
Pexcoin,PEX,https://coinmarketcap.com/currencies/pexcoin/,0.00
Vodka Token,VODKA,https://coinmarketcap.com/currencies/vodka-token/,0.00
Burp,BURP,https://coinmarketcap.com/currencies/bigtownchef/,0.03
Millennium Sapphire,MSTO,https://coinmarketcap.com/currencies/millennium-sapphire/,4.15
The Web3 Project,WEB3,https://coinmarketcap.com/currencies/the-web3-project/,393.16
MetaMUI,MMUI,https://coinmarketcap.com/currencies/metamui/,0.41
PalGold,PALG,https://coinmarketcap.com/currencies/palgold/,0.01
FireStarter,FLAME,https://coinmarketcap.com/currencies/firestarter/,0.18
Kasta,KASTA,https://coinmarketcap.com/currencies/kasta/,0.22
April,APRIL,https://coinmarketcap.com/currencies/april/,0.06
VIIIDA Gold,AUV,https://coinmarketcap.com/currencies/viiida-gold/,62.12
Angle,ANGLE,https://coinmarketcap.com/currencies/angle/,0.16
Spain National Fan Token,SNFT,https://coinmarketcap.com/currencies/spain-national-fan-token/,0.43
Axl Inu,AXL,https://coinmarketcap.com/currencies/axl-inu/,0.00
Cens World,CENS,https://coinmarketcap.com/currencies/cens-world/,0.04
Ekta,EKTA,https://coinmarketcap.com/currencies/ekta/,1.46
AmazingDoge,ADOGE,https://coinmarketcap.com/currencies/amazingdoge/,0.00
Shambala,BALA,https://coinmarketcap.com/currencies/shambala/,0.00
Akita Inu,AKITA,https://coinmarketcap.com/currencies/akita-inu/,0.00
Brazilian Digital Token,BRZ,https://coinmarketcap.com/currencies/brz/,0.21
Zenith Coin,ZENITH,https://coinmarketcap.com/currencies/zenith-coin/,0.28
BKEX Chain,BKK,https://coinmarketcap.com/currencies/bkex-chain/,0.19
Ryoshis Vision,RYOSHI,https://coinmarketcap.com/currencies/ryoshis-vision/,0.00
Bezoge Earth,BEZOGE,https://coinmarketcap.com/currencies/bezoge-earth/,0.00
Hunter Crypto Coin,HCC,https://coinmarketcap.com/currencies/hunter-crypto-coin/,0.00
MarX,MARX,https://coinmarketcap.com/currencies/marx/,0.04
Ankr Reward Bearing Staked BNB,aBNBc,https://coinmarketcap.com/currencies/ankr-reward-bearing-staked-bnb/,406.05
Freecash,FCH,https://coinmarketcap.com/currencies/freecash/,0.01
MetaVisa Protocol,MESA,https://coinmarketcap.com/currencies/metavisa-protocol/,0.04
CryptoTanks,TANK,https://coinmarketcap.com/currencies/cryptotanks/,0.05
BNBDOWN,BNBDOWN,https://coinmarketcap.com/currencies/bnbdown/,0.07
Iron Bank,IB,https://coinmarketcap.com/currencies/iron-bank/,44.68
Smile Coin,SMILE,https://coinmarketcap.com/currencies/smile-coin/,0.00
DeFi STOA,STA,https://coinmarketcap.com/currencies/defi-stoa/,0.73
IX Token,IXT,https://coinmarketcap.com/currencies/ix-token/,1.93
KYCCOIN,KYCC,https://coinmarketcap.com/currencies/kyccoin/,0.04
Astra Guild Ventures,AGV,https://coinmarketcap.com/currencies/astra-guild-ventures/,0.01
Pkoin,PKOIN,https://coinmarketcap.com/currencies/pocketnet/,1.27
EQIFI,EQX,https://coinmarketcap.com/currencies/eqifi/,0.07
Gafa,GAFA,https://coinmarketcap.com/currencies/gafa/,0.01
EZChain,EZC,https://coinmarketcap.com/currencies/ezchain/,1.04
DefiBox,BOX,https://coinmarketcap.com/currencies/defibox/,2.24
Faith Tribe,FTRB,https://coinmarketcap.com/currencies/faith-tribe/,0.03921
Penguin Karts,PGK,https://coinmarketcap.com/currencies/penguin-karts/,0.1561
Shuna Inuverse,SHUNAV2,https://coinmarketcap.com/currencies/shuna-inuverse/,0.00000003467
DocuChain,DCCT,https://coinmarketcap.com/currencies/docuchain/,0.01013
Decimal,DEL,https://coinmarketcap.com/currencies/decimal/,0.07085
BiLira,TRYB,https://coinmarketcap.com/currencies/bilira/,0.06715
Stader LunaX,LUNAX,https://coinmarketcap.com/currencies/stader-lunax/,92.86
1peco,1PECO,https://coinmarketcap.com/currencies/1peco/,3.87
AmazingTeamDAO,AMAZINGTEAM,https://coinmarketcap.com/currencies/amazingteamdao/,28.04
Bitpaid Token,BTP,https://coinmarketcap.com/currencies/bitpaid-token/,7.09
Sheesha Finance [ERC20],SHEESHA,https://coinmarketcap.com/currencies/sheesha-finance-erc20/,87.71
300FIT NETWORK,FIT,https://coinmarketcap.com/currencies/300fit-network/,0.00
Arker,ARKER,https://coinmarketcap.com/currencies/arker/,0.02
MoneydefiSwap,MSD,https://coinmarketcap.com/currencies/moneydefiswap/,0.00
Lootex,LOOT,https://coinmarketcap.com/currencies/lootex/,1.45
SmartLOX,SMARTLOX,https://coinmarketcap.com/currencies/smartlox/,0.00
dAppstore,DAPPX,https://coinmarketcap.com/currencies/dappstore/,0.02
Heroes & Empires,HE,https://coinmarketcap.com/currencies/heroes-and-empires/,0.02
Green Climate World,WGC,https://coinmarketcap.com/currencies/green-climate-world/,0.61
MyOwnItem,MOI,https://coinmarketcap.com/currencies/myownitem/,2.44
Jumbo,JUB,https://coinmarketcap.com/currencies/jumbo/,27.61
Revuto,REVU,https://coinmarketcap.com/currencies/revuto/,0.11
Larix,LARIX,https://coinmarketcap.com/currencies/larix/,0.00
Hedron,HDRN,https://coinmarketcap.com/currencies/hedron/,0.00
BNBUP,BNBUP,https://coinmarketcap.com/currencies/bnbup/,173.33
Solice,SLC,https://coinmarketcap.com/currencies/solice/,0.59
DMD,DMD,https://coinmarketcap.com/currencies/dmd/,18.04
King Swap,$KING,https://coinmarketcap.com/currencies/kingswap/,0.00
DOLA,DOLA,https://coinmarketcap.com/currencies/inverse-finance-dola-stablecoin/,1.00
PinkSale,PINKSALE,https://coinmarketcap.com/currencies/pinksale/,320.63
Voxel X Network,VXL,https://coinmarketcap.com/currencies/voxel-x-network/,0.07
Wrapped WAN,WWAN,https://coinmarketcap.com/currencies/wrapped-wan/,0.47
Frontrow,FRR,https://coinmarketcap.com/currencies/frontrow/,0.02
ARTIC Foundation,ARTIC,https://coinmarketcap.com/currencies/artic-foundation/,0.80
Dragon War,DRAW,https://coinmarketcap.com/currencies/dragon-war/,0.01
Crypto Holding Frank Token,CHFT,https://coinmarketcap.com/currencies/crypto-holding-frank-token/,1.05
Infinity Rocket Token,IRT,https://coinmarketcap.com/currencies/infinity-rocket-token/,0.03
Libero Financial,LIBERO,https://coinmarketcap.com/currencies/libero-financial/,0.00
Pastel,PSL,https://coinmarketcap.com/currencies/pastel/,0.00
Wizardia,WZRD,https://coinmarketcap.com/currencies/wizardia/,0.13
GlowV2,GlowV2,https://coinmarketcap.com/currencies/glow-v2/,0.00
Sugar Kingdom,CANDY,https://coinmarketcap.com/currencies/sugar-kingdom/,0.21
POLYSPORTS,PS1,https://coinmarketcap.com/currencies/polysports/,0.02
Opyn Squeeth,OSQTH,https://coinmarketcap.com/currencies/opyn-squeeth/,656.70
TeraBlock,TBC,https://coinmarketcap.com/currencies/terablock/,0.01
Ratscoin,RATS,https://coinmarketcap.com/currencies/ratscoin/,0.00
Zamio,ZAM,https://coinmarketcap.com/currencies/zamio/,0.06
DogeKing,DOGEKING,https://coinmarketcap.com/currencies/dogeking/,0.00
Nobunaga Token,NBNG,https://coinmarketcap.com/currencies/nobunaga-token-nbng/,0.00
Metahero Universe (POW),POW,https://coinmarketcap.com/currencies/metahero-universe-pow/,0.13
BoringDAO,BORING,https://coinmarketcap.com/currencies/boringdao-new/,0.03
Silent Notary,UBSN,https://coinmarketcap.com/currencies/silent-notary/,0.00
ShibaDoge,SHIBDOGE,https://coinmarketcap.com/currencies/shibadoge/,0.00
GreenCoin.AI,GRC,https://coinmarketcap.com/currencies/greencoin-ai/,0.01
Chain Games,CHAIN,https://coinmarketcap.com/currencies/chain-games/,0.07
Echidna,ECD,https://coinmarketcap.com/currencies/echidna/,0.04
THORWallet DEX,TGT,https://coinmarketcap.com/currencies/thorwallet/,0.04
DFX Finance,DFX,https://coinmarketcap.com/currencies/dfx-finance/,1.60
MIM,SWARM,https://coinmarketcap.com/currencies/mim/,0.00
Bold Point,BPT,https://coinmarketcap.com/currencies/bold-point/,0.02
Metagalaxy Land,MEGALAND,https://coinmarketcap.com/currencies/metagalaxy-land/,0.00
Filda,FILDA,https://coinmarketcap.com/currencies/filda/,0.01
SideKick Token,SK,https://coinmarketcap.com/currencies/sidekick-token/,0.28
Kitty Coin Solana,KITTY,https://coinmarketcap.com/currencies/kitty-coin-solana/,0.00
Glasscoin,GLS,https://coinmarketcap.com/currencies/glass-coin/,1.41
Roseon Finance,ROSN,https://coinmarketcap.com/currencies/roseon-finance/,0.08
Dead Knight Metaverse,DKM,https://coinmarketcap.com/currencies/dead-knight/,0.02
BSCStation,BSCS,https://coinmarketcap.com/currencies/bsc-station/,0.05
Kujira,KUJI,https://coinmarketcap.com/currencies/kujira/,0.66
EscoinToken,ELG,https://coinmarketcap.com/currencies/escointoken/,3.23
TTX METAVERSE,XMETA,https://coinmarketcap.com/currencies/ttx-games/,0.00
Vee Finance,VEE,https://coinmarketcap.com/currencies/vee-finance/,0.00
Inflation Hedging Coin,IHC,https://coinmarketcap.com/currencies/inflation-hedging-coin/,0.00
Proof Of Liquidity,POL,https://coinmarketcap.com/currencies/proof-of-liquidity/,0.05
Lumenswap,LSP,https://coinmarketcap.com/currencies/lumenswap/,0.02
Sienna,SIENNA,https://coinmarketcap.com/currencies/sienna/,4.15
Galactic Arena: The NFTverse,GAN,https://coinmarketcap.com/currencies/galatic-arena/,0.00
SoldierNodes,SLD,https://coinmarketcap.com/currencies/soldiernodes/,0.39
eaglecoin,ELC,https://coinmarketcap.com/currencies/eagle-coin/,0.61
KwikTrust,KTX,https://coinmarketcap.com/currencies/kwiktrust/,0.16
The Neko,NEKO,https://coinmarketcap.com/currencies/the-neko/,0.00
Pando,PANDO,https://coinmarketcap.com/currencies/pando/,0.04
KnightSwap,KNIGHT,https://coinmarketcap.com/currencies/knightswap/,0.49
NitroEX,NTX,https://coinmarketcap.com/currencies/nitroex/,0.00
DGPayment,DGP,https://coinmarketcap.com/currencies/dgpayment/,0.01
Galaxy Fight Club,GCOIN,https://coinmarketcap.com/currencies/galaxy-fight-club/,0.38
Crypto Gaming United,CGU,https://coinmarketcap.com/currencies/crypto-gaming-united/,0.77
Duel Network,DUEL,https://coinmarketcap.com/currencies/duel-network/,0.11
Techpay Coin,TPC,https://coinmarketcap.com/currencies/techpay/,0.48
Talent Token,TTX,https://coinmarketcap.com/currencies/talent-token/,0.01
Comdex,CMDX,https://coinmarketcap.com/currencies/comdex/,1.03
Affyn,FYN,https://coinmarketcap.com/currencies/affyn/,0.09
Alchemist,MIST,https://coinmarketcap.com/currencies/alchemist/,10.22
Bright Union,BRIGHT,https://coinmarketcap.com/currencies/bright-union/,0.06
Ltradex,LTEX,https://coinmarketcap.com/currencies/ltradex/,0.00
Thor,THOR,https://coinmarketcap.com/currencies/thor/,15.16
Dinoland,DNL,https://coinmarketcap.com/currencies/dinoland/,0.01
Zeptacoin,ZPTC,https://coinmarketcap.com/currencies/zeptacoin/,0.32
Endless Battlefield,EB,https://coinmarketcap.com/currencies/endless-battlefield/,0.05
SmartNFT,SMARTNFT,https://coinmarketcap.com/currencies/smartnft/,0.001428
DeFiato,DFIAT,https://coinmarketcap.com/currencies/defiato/,0.06201
Port Finance,PORT,https://coinmarketcap.com/currencies/port-finance/,0.5381
Frax Price Index Share,FPIS,https://coinmarketcap.com/currencies/frax-price-index-share/,6.77
BRN Metaverse,BRN,https://coinmarketcap.com/currencies/brn-metaverse/,5.69
UPFI Network,UPS,https://coinmarketcap.com/currencies/upfi-network/,0.00405
MARS4,MARS4,https://coinmarketcap.com/currencies/mars4/,0.007979
CryptoArt.Ai,CART,https://coinmarketcap.com/currencies/cryptoart-ai/,0.05507
LuxFi,LXF,https://coinmarketcap.com/currencies/luxfi/,0.2052
CherrySwap,CHE,https://coinmarketcap.com/currencies/cherryswap/,0.06014
Dabb Doge,DDOGE,https://coinmarketcap.com/currencies/dabb-doge/,0.09
Art Rino,ARTRINO,https://coinmarketcap.com/currencies/art-rino/,0.05
Musk Gold,MUSK,https://coinmarketcap.com/currencies/musk-gold/,0.09
Bitsten Token,BST,https://coinmarketcap.com/currencies/bitsten-token/,0.01
Tectonic,TONIC,https://coinmarketcap.com/currencies/tectonic/,0.00
FastSwap (BSC),FAST,https://coinmarketcap.com/currencies/fastswap-bsc/,0.01
Wrapped IoTeX,WIOTX,https://coinmarketcap.com/currencies/wrapped-iotex/,0.07
Mononoke Inu,Mononoke-Inu,https://coinmarketcap.com/currencies/mononoke-inu/,0.00
xWIN Finance,XWIN,https://coinmarketcap.com/currencies/xwin-finance/,1.40
Luna-Pad,LUNAPAD,https://coinmarketcap.com/currencies/luna-pad/,0.02
Hero Arena,HERA,https://coinmarketcap.com/currencies/hero-arena/,0.04
